NLC,TLC,Station Name,Region,Local Authority,OS Grid Easting,OS Grid Northing,Station Facility Owner,1617_Entry_Exits
5565,KNG,Kingston,London,Kingston upon Thames (London),518242,169561,South West Trains,5440164
5366,KND,Kingswood,South East,Reigate and Banstead,524815,156585,Govia Thameslink Railway,266616
8655,KIN,Kingussie,Scotland,Highland,275700,800400,ScotRail,44200
3073,KIT,Kintbury,South East,West Berkshire,438635,167200,Great Western Railway,99484
6862,KBX,Kirby Cross,East,Tendring,621566,220753,Greater Anglia,46332
6527,KKS,Kirk Sandall,Yorkshire And The Humber,Doncaster,461426,407872,Northern,124546
2124,KIR,Kirkby (Merseyside),North West,Knowsley,340190,399210,Merseyrail,2428340
1867,KKB,Kirkby in Ashfield,East Midlands,Ashfield,450110,356138,East Midlands Trains,178808
2057,KSW,Kirkby Stephen,North West,Eden,376200,506670,Northern,19962
1959,KBF,Kirkby-In-Furness,North West,South Lakeland,322700,482540,Northern,14578
9145,KDY,Kirkcaldy,Scotland,Fife,327524,691647,ScotRail,1117694
9518,KRK,Kirkconnel,Scotland,Dumfries and Galloway,273500,612300,ScotRail,19050
2245,KKD,Kirkdale,North West,Liverpool,334926,394240,Merseyrail,893198
2668,KKM,Kirkham & Wesham,North West,Fylde,341925,432650,Northern,275492
9771,KKH,Kirkhill,Scotland,South Lanarkshire,264300,659975,ScotRail,72854
9230,KKN,Kirknewton,Scotland,West Lothian,310500,667100,ScotRail,47590
6544,KLF,Kirkstall Forge,Yorkshire And The Humber,Leeds,424949,436449,Northern,94536
9766,KWD,Kirkwood,Scotland,North Lanarkshire,271870,664230,ScotRail,166648
6466,KTL,Kirton Lindsey,Yorkshire And The Humber,North Lincolnshire,493400,399600,Northern,358
6401,KIV,Kiveton Bridge,Yorkshire And The Humber,Rotherham,448890,382923,Northern,59850
6565,KVP,Kiveton Park,Yorkshire And The Humber,Rotherham,450715,382470,Northern,52384
8214,KNA,Knaresborough,Yorkshire And The Humber,Harrogate,434805,457130,Northern,383118
6088,KBW,Knebworth,East,North Hertfordshire,524908,220250,Govia Thameslink Railway,593672
4206,KNI,Knighton,West Midlands,Shropshire,329100,272400,Arriva Trains Wales,20714
5109,KCK,Knockholt,London,Bromley (London),548500,162900,Southeastern,272732
8546,KNO,Knottingley,Yorkshire And The Humber,Wakefield,449000,423600,Northern,171476
4228,KNU,Knucklas,Wales - Cymru,Powys - Powys,325400,274100,Arriva Trains Wales,3670
2848,KNF,Knutsford,North West,Cheshire East,375320,378380,Northern,513422
8657,KYL,Kyle Of Lochalsh,Scotland,Highland,176247,827123,ScotRail,62704
9149,LDY,Ladybank,Scotland,Fife,330600,709600,ScotRail,82218
5057,LAD,Ladywell,London,Lewisham (London),537730,174890,Southeastern,1291462
7445,LAI,Laindon,East,Basildon,568118,188190,c2c,2202032
8658,LRG,Lairg,Scotland,Highland,258265,903922,ScotRail,5576
5504,LKE,Lake,South East,Isle of Wight,459038,83308,South West Trains (Island Line),53786
7201,LAK,Lakenheath,East,Forest Heath,572390,286293,Greater Anglia,518
4084,LAM,Lamphey,Wales - Cymru,Sir Benfro - Pembrokeshire,201400,200400,Arriva Trains Wales,5556
9710,LNK,Lanark,Scotland,South Lanarkshire,288575,643660,ScotRail,328034
2685,LAN,Lancaster,North West,Lancaster,347230,461720,Virgin Trains (West Coast),2146796
5275,LAC,Lancing,South East,Adur,518200,104400,Govia Thameslink Railway,751372
1017,LAW,Landywood,West Midlands,South Staffordshire,398695,306535,London Midland Trains,108336
9652,LGB,Langbank,Scotland,Renfrewshire,238562,673180,ScotRail,60652
2735,LHO,Langho,North West,Ribble Valley,370550,434375,Northern,43996
3171,LNY,Langley,South East,Slough,501300,179800,Great Western Railway,817586
4607,LGG,Langley Green,West Midlands,Sandwell,399760,288440,London Midland Trains,188642
1761,LGM,Langley Mill,East Midlands,Amber Valley,444960,346960,East Midlands Trains,121442
9818,LGS,Langside,Scotland,Glasgow City,257420,661000,ScotRail,268682
2058,LGW,Langwathby,North West,Eden,357320,533460,Northern,4132
1871,LAG,Langwith,East Midlands,Bolsover,452875,370825,East Midlands Trains,22152
5824,LAP,Lapford,South West,Mid Devon,272655,107950,Great Western Railway,2262
4595,LPW,Lapworth,West Midlands,Warwick,418785,271610,Chiltern Railways,46224
9876,LBT,Larbert,Scotland,Falkirk,286000,682600,ScotRail,803812
9521,LAR,Largs,Scotland,North Ayrshire,220344,659215,ScotRail,441820
9728,LRH,Larkhall,Scotland,South Lanarkshire,276065,651235,ScotRail,434494
8931,LAU,Laurencekirk,Scotland,Aberdeenshire,371670,771750,ScotRail,96002
3225,LWH,Lawrence Hill,South West,City of Bristol,360881,173377,Great Western Railway,170084
2669,LAY,Layton,North West,Blackpool,332315,438160,Northern,85324
2059,LZB,Lazonby & Kirkoswald,North West,Eden,354835,539725,Northern,4150
6927,LEB,Lea Bridge,London,Waltham Forest,536176,187123,Greater Anglia,314986
2339,LEG,Lea Green,North West,St. Helens,351924,392469,Northern,445960
1133,LEH,Lea Hall,West Midlands,Birmingham,414630,286990,London Midland Trains,570804
1534,LEA,Leagrave,East,Luton,506145,224080,Govia Thameslink Railway,1861912
7925,LHM,Lealholm,Yorkshire And The Humber,Scarborough,476220,507880,Northern,17358
4597,LMS,Leamington Spa,West Midlands,Warwick,431735,265251,Chiltern Railways,2553868
2237,LSW,Leasowe,North West,Wirral,327000,390700,Merseyrail,541246
5368,LHD,Leatherhead,South East,Mole Valley,516300,156840,Govia Thameslink Railway,2026516
4784,LED,Ledbury,West Midlands,County of Herefordshire,370890,238625,London Midland Trains,210098
5110,LEE,Lee,London,Lewisham (London),540010,174230,Southeastern,1704024
8487,LDS,Leeds,Yorkshire And The Humber,Leeds,429870,433352,Network Rail,30942592
1947,LEI,Leicester,East Midlands,City of Leicester,459300,304100,East Midlands Trains,5422928
5294,LIH,Leigh (Kent),South East,Sevenoaks,554555,146175,Govia Thameslink Railway,44358
7446,LES,Leigh-On-Sea,East,Southend-on-Sea,583200,185790,c2c,2341028
1373,LBZ,Leighton Buzzard,East,Central Bedfordshire,491091,225024,London Midland Trains,1840918
3539,LEL,Lelant,South West,Cornwall,154770,37220,Great Western Railway,8322
3498,LTS,Lelant Saltings,South West,Cornwall,154430,36640,Great Western Railway,121258
5111,LEN,Lenham,South East,Maidstone,589130,151850,Southeastern,94956
9955,LNZ,Lenzie,Scotland,East Dunbartonshire,265500,671900,ScotRail,682240
3620,LEO,Leominster,West Midlands,County of Herefordshire,350210,258860,Arriva Trains Wales,260286
6089,LET,Letchworth,East,North Hertfordshire,521712,232758,Govia Thameslink Railway,1890116
9188,LEU,Leuchars,Scotland,Fife,344900,720670,ScotRail,556602
2862,LVM,Levenshulme,North West,Manchester,387300,394172,Northern,592638
5329,LWS,Lewes,South East,Lewes,541621,109830,Govia Thameslink Railway,2242370
5051,LEW,Lewisham,London,Lewisham (London),538050,175950,Southeastern,10748918
2710,LEY,Leyland,North West,South Ribble,354730,422710,Northern,416804
7402,LEM,Leyton Midland Road,London,Waltham Forest (London),538150,187530,London Overground,286620
7403,LER,Leytonstone High Road,London,Waltham Forest (London),539310,186875,London Overground,210496
1177,LIC,Lichfield City,West Midlands,Lichfield,411900,309175,London Midland Trains,712372
1291,LTV,Lichfield Trent Valley,West Midlands,Lichfield,413601,309930,London Midland Trains,1100584
1579,LID,Lidlington,East,Central Bedfordshire,498936,239106,London Midland Trains,27326
7491,LHS,Limehouse,London,Tower Hamlets (London),536120,181111,c2c,3439218
6340,LCN,Lincoln Central,East Midlands,Lincoln,497571,370888,East Midlands Trains,1816018
5369,LFD,Lingfield,South East,Tandridge,539400,143800,Govia Thameslink Railway,573218
7305,LGD,Lingwood,East,Broadland,636317,308423,Greater Anglia,49208
9438,LIN,Linlithgow,Scotland,West Lothian,300510,677090,ScotRail,1156604
5634,LIP,Liphook,South East,East Hampshire,484156,130905,South West Trains,527102
3573,LSK,Liskeard,South West,Cornwall,224760,63695,Great Western Railway,358324
5635,LIS,Liss,South East,East Hampshire,477712,127718,South West Trains,240098
3853,LVT,Lisvane and Thornhill,Wales - Cymru,Caerdydd - Cardiff,317880,183520,Arriva Trains Wales,210170
3066,LTK,Little Kimble,South East,Wycombe,482349,206620,Chiltern Railways,5286
2156,LTT,Little Sutton,North West,Cheshire West and Chester,337210,376920,Merseyrail,135486
2661,LTL,Littleborough,North West,Rochdale,393840,416280,Northern,411078
5260,LIT,Littlehampton,South East,Arun,502540,102180,Govia Thameslink Railway,854386
5498,LVN,Littlehaven,South East,Horsham,518621,132520,Govia Thameslink Railway,269000
7072,LTP,Littleport,East,East Cambridgeshire,557480,287460,Govia Thameslink Railway,242814
2242,LVC,Liverpool Central,North West,Liverpool,335000,390200,Merseyrail,16035031
2244,LVJ,Liverpool James Street,North West,Liverpool,334150,390230,Merseyrail,3375796
2246,LIV,Liverpool Lime Street,North West,Liverpool,335100,390500,Network Rail,15613057
9709,LPY,Liverpool South Parkway,North West,Liverpool,340920,384909,Merseyrail,1983726
6965,LST,Liverpool Street,London,City and County of the City of London,533216,181641,Network Rail,67339218
9371,LSN,Livingston North,Scotland,West Lothian,303537,668663,ScotRail,1200988
9372,LVG,Livingston South,Scotland,West Lothian,306140,665300,ScotRail,323690
4327,LLA,Llanaber,Wales - Cymru,Gwynedd - Gwynedd,259870,318010,Arriva Trains Wales,2304
4356,LBR,Llanbedr,Wales - Cymru,Gwynedd - Gwynedd,257900,326900,Arriva Trains Wales,11566
4226,LLT,Llanbister Road,Wales - Cymru,Powys - Powys,317420,271620,Arriva Trains Wales,860
4018,LNB,Llanbradach,Wales - Cymru,Caerffili - Caerphilly,314700,190100,Arriva Trains Wales,91218
3844,LLN,Llandaf,Wales - Cymru,Caerdydd - Cardiff,314830,179550,Arriva Trains Wales,469036
4460,LDN,Llandanwg,Wales - Cymru,Gwynedd - Gwynedd,257030,328630,Arriva Trains Wales,4272
4334,LLC,Llandecwyn,Wales - Cymru,Gwynedd - Gwynedd,261800,337900,Arriva Trains Wales,1792
4248,LLL,Llandeilo,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,263350,222620,Arriva Trains Wales,18764
4059,LLV,Llandovery,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,276320,234520,Arriva Trains Wales,15596
4227,LLO,Llandrindod,Wales - Cymru,Powys - Powys,305930,261360,Arriva Trains Wales,40768
2484,LLD,Llandudno,Wales - Cymru,Conwy - Conwy,278400,382000,Arriva Trains Wales,296762
2485,LLJ,Llandudno Junction,Wales - Cymru,Conwy - Conwy,279488,377857,Arriva Trains Wales,320040
4247,LLI,Llandybie,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,262000,215500,Arriva Trains Wales,9382
4133,LLE,Llanelli,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,250650,199445,Arriva Trains Wales,413062
2488,LLF,Llanfairfechan,Wales - Cymru,Conwy - Conwy,267800,375200,Arriva Trains Wales,13258
2467,LPG,Llanfairpwll,Wales - Cymru,Sir Ynys Mon - Isle of Anglesey,252600,371600,Arriva Trains Wales,19520
4060,LLG,Llangadog,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,269960,228550,Arriva Trains Wales,5324
4162,LLM,Llangammarch,Wales - Cymru,Powys - Powys,293630,247360,Arriva Trains Wales,1996
4138,LLH,Llangennech,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,256400,201200,Arriva Trains Wales,3064
4207,LGO,Llangynllo,Wales - Cymru,Powys - Powys,320990,273030,Arriva Trains Wales,720
9925,LLR,Llanharan,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",300170,183060,Arriva Trains Wales,173626
9916,LTH,Llanhilleth,Wales - Cymru,Blaenau Gwent - Blaenau Gwent,321645,200783,Arriva Trains Wales,87736
3847,LLS,Llanishen,Wales - Cymru,Caerdydd - Cardiff,318110,182200,Arriva Trains Wales,267248
2457,LWR,Llanrwst,Wales - Cymru,Conwy - Conwy,280063,361693,Arriva Trains Wales,14770
4223,LAS,Llansamlet,Wales - Cymru,Abertawe - Swansea,269740,197540,Arriva Trains Wales,33982
9699,LWM,Llantwit Major,Wales - Cymru,Bro Morgannwg - the Vale of Glamorgan,297050,168900,Arriva Trains Wales,297958
4061,LNR,Llanwrda,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,271500,231000,Arriva Trains Wales,2206
4163,LNW,Llanwrtyd,Wales - Cymru,Powys - Powys,288310,246410,Arriva Trains Wales,7484
4421,LLW,Llwyngwril,Wales - Cymru,Gwynedd - Gwynedd,258920,309720,Arriva Trains Wales,30076
3852,LLY,Llwynypia,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",299500,193800,Arriva Trains Wales,61348
8712,LHA,Loch Awe,Scotland,Argyll and Bute,212380,727460,ScotRail,4140
8846,LHE,Loch Eil Outward Bound,Scotland,Highland,205500,778300,ScotRail,572
8829,LCL,Lochailort,Scotland,Highland,176900,782600,ScotRail,1696
8830,LCS,Locheilside,Scotland,Highland,199500,778600,ScotRail,372
9156,LCG,Lochgelly,Scotland,Fife,318500,694400,ScotRail,63818
8660,LCC,Lochluichart,Scotland,Highland,232335,862562,ScotRail,532
9655,LHW,Lochwinnoch,Scotland,Renfrewshire,236060,657970,ScotRail,190086
9614,LOC,Lockerbie,Scotland,Dumfries and Galloway,313780,581800,ScotRail,250940
8443,LCK,Lockwood,Yorkshire And The Humber,Kirklees,413270,415375,Northern,48384
5148,LBG,London Bridge,London,Southwark (London),532930,180190,Network Rail,47874250
6966,LOF,London Fields,London,Hackney (London),534790,184260,London Overground,1330998
5281,LRB,London Road Brighton,South East,The City of Brighton and Hove,531315,105780,Govia Thameslink Railway,382602
5632,LRD,London Road Guildford,South East,Guildford,500264,150030,South West Trains,568778
1067,LBK,Long Buckby,East Midlands,Daventry,462400,266680,London Midland Trains,344944
1829,LGE,Long Eaton,East Midlands,Erewash,448040,332185,East Midlands Trains,635434
2657,LPR,Long Preston,Yorkshire And The Humber,Craven,383350,457900,Northern,13070
7978,LGK,Longbeck,North East,Redcar and Cleveland,462750,521990,Northern,45018
1110,LOB,Longbridge,West Midlands,Birmingham,401370,277600,London Midland Trains,963322
5674,LNG,Longcross,South East,Runnymede,497897,166062,South West Trains,14990
5114,LGF,Longfield,South East,Dartford,560129,168857,Southeastern,629480
9354,LND,Longniddry,Scotland,East Lothian,344660,676300,ScotRail,189578
1305,LPT,Longport,West Midlands,City of Stoke-on-Trent,385585,349423,East Midlands Trains,48272
1306,LGN,Longton,West Midlands,City of Stoke-on-Trent,390900,343633,East Midlands Trains,73054
3574,LOO,Looe,South West,Cornwall,225390,53920,Great Western Railway,123060
2598,LOT,Lostock,North West,Bolton,367367,408594,Northern,276514
2307,LTG,Lostock Gralam,North West,Cheshire West and Chester,369070,374620,Northern,55236
2689,LOH,Lostock Hall,North West,South Ribble,354735,425535,Northern,39788
3517,LOS,Lostwithiel,South West,Cornwall,210660,59765,Great Western Railway,72530
1897,LBO,Loughborough,East Midlands,Charnwood,454335,320455,East Midlands Trains,1317996
5082,LGJ,Loughborough Junction,London,Lambeth (London),531925,175855,Govia Thameslink Railway,854826
6202,LOW,Lowdham,East Midlands,Newark and Sherwood,467305,345910,East Midlands Trains,57236
5053,LSY,Lower Sydenham,London,Lewisham (London),536830,171370,Southeastern,585110
7268,LWT,Lowestoft,East,Waveney,654747,292890,Greater Anglia,449864
3635,LUD,Ludlow,West Midlands,Shropshire,351335,275045,Arriva Trains Wales,299802
1536,LUT,Luton,East,Luton,509259,221604,Govia Thameslink Railway,3682794
3645,LTN,Luton Airport Parkway,East,Luton,510533,220534,Govia Thameslink Railway,3819812
3518,LUX,Luxulyan,South West,Cornwall,204805,58070,Great Western Railway,2404
4826,LYD,Lydney,South West,Forest of Dean,363420,201845,Arriva Trains Wales,188840
4640,LYE,Lye,West Midlands,Dudley,392220,284670,London Midland Trains,89588
5892,LYP,Lymington Pier,South East,New Forest,433287,95517,South West Trains,128578
5887,LYT,Lymington Town,South East,New Forest,432741,95804,South West Trains,264886
5762,LYC,Lympstone Commando,South West,East Devon,298260,85720,Great Western Railway,64690
5761,LYM,Lympstone Village,South West,East Devon,298925,84156,Great Western Railway,115526
2670,LTM,Lytham,North West,Fylde,336510,427420,Northern,98234
2871,MAC,Macclesfield,North West,Cheshire East,391960,373600,Virgin Trains (West Coast),1661398
4422,MCN,Machynlleth,Wales - Cymru,Powys - Powys,274480,301320,Arriva Trains Wales,135990
3963,MST,Maesteg,Wales - Cymru,Pen-y-bont ar Ogwr - Bridgend,285520,191420,Arriva Trains Wales,190718
3962,MEW,Maesteg (Ewenny Road),Wales - Cymru,Pen-y-bont ar Ogwr - Bridgend,285900,190900,Arriva Trains Wales,3090
2155,MAG,Maghull,North West,Sefton,338360,401490,Merseyrail,1865348
5853,MDN,Maiden Newton,South West,West Dorset,359950,97980,Great Western Railway,20714
3147,MAI,Maidenhead,South East,Windsor and Maidenhead,488725,180745,Great Western Railway,4609112
5237,MDB,Maidstone Barracks,South East,Maidstone,575440,156115,Southeastern,271710
5115,MDE,Maidstone East,South East,Maidstone,575949,156206,Southeastern,1363702
5222,MDW,Maidstone West,South East,Maidstone,575592,155374,Southeastern,846586
5599,MAL,Malden Manor,London,Kingston upon Thames (London),521090,166510,South West Trains,462028
8831,MLG,Mallaig,Scotland,Highland,167560,797060,ScotRail,86406
8164,MLT,Malton,Yorkshire And The Humber,Ryedale,478690,471360,TransPennine Express,353920
4884,MVL,Malvern Link,West Midlands,Malvern Hills,378223,247510,London Midland Trains,354414
2961,MIA,Manchester Airport,North West,Manchester,381932,385387,TransPennine Express,4241292
2966,MCO,Manchester Oxford Road,North West,Manchester,384035,397505,Northern,8583649
2968,MAN,Manchester Piccadilly,North West,Manchester,384772,397873,Network Rail,27807063
2970,MCV,Manchester Victoria,North West,Manchester,384000,399000,Northern,8226407
7165,MNE,Manea,East,Fenland,547928,291110,Greater Anglia,13452
6856,MNG,Manningtree,East,Tendring,609374,232220,Greater Anglia,1068642
6883,MNP,Manor Park,London,Newham (London),541973,185716,TfL Rail,2373788
2253,MNR,Manor Road,North West,Wirral,322200,389300,Merseyrail,251240
4094,MRB,Manorbier,Wales - Cymru,Sir Benfro - Pembrokeshire,207000,199400,Arriva Trains Wales,9428
7603,MAS,Manors,North East,Newcastle upon Tyne,425400,564310,Northern,9404
1727,MFT,Mansfield Town,East Midlands,Mansfield,453715,360850,East Midlands Trains,399360
1728,MSW,Mansfield Woodhouse,East Midlands,Mansfield,453460,363235,East Midlands Trains,179602
7166,MCH,March,East,Fenland,541857,297838,Greater Anglia,395950
5223,MRN,Marden,South East,Maidstone,574375,144725,Southeastern,526820
5018,MAR,Margate,South East,Thanet,634720,170550,Southeastern,892924
1909,MHR,Market Harborough,East Midlands,Harborough,474170,287425,East Midlands Trains,888036
6318,MKR,Market Rasen,East Midlands,West Lindsey,510715,388740,East Midlands Trains,66398
9160,MNC,Markinch,Scotland,Fife,329940,701510,ScotRail,309620
6863,MKT,Marks Tey,East,Colchester,591668,223925,Greater Anglia,557456
3021,MLW,Marlow,South East,Wycombe,485590,186512,Great Western Railway,276188
2830,MPL,Marple,North West,Stockport,396290,389320,Northern,470158
8445,MSN,Marsden,Yorkshire And The Humber,Kirklees,404680,411849,Northern,179912
7928,MSK,Marske,North East,Redcar and Cleveland,463500,521800,Northern,74254
1034,MGN,Marston Green,West Midlands,Solihull,416700,285500,London Midland Trains,748438
5040,MTM,Martin Mill,South East,Dover,634155,146600,Southeastern,44654
5692,MAO,Martins Heron,South East,Bracknell Forest,488820,168370,South West Trains,586230
7947,MTO,Marton,North East,Redcar and Cleveland,451950,516860,Northern,13696
9957,MYH,Maryhill,Scotland,Glasgow City,256237,669560,ScotRail,64050
6970,MYL,Maryland,London,Newham (London),539183,184927,TfL Rail,1250086
1475,MYB,Marylebone,London,City of Westminster (London),527550,182000,Chiltern Railways,16666936
1988,MRY,Maryport,North West,Allerdale,303840,536170,Northern,89562
1581,MAT,Matlock,East Midlands,Derbyshire Dales,429605,360230,East Midlands Trains,221670
1582,MTB,Matlock Bath,East Midlands,Derbyshire Dales,429760,358445,East Midlands Trains,75608
2867,MAU,Mauldeth Road,North West,Manchester,386195,392940,Northern,398882
9802,MAX,Maxwell Park,Scotland,Glasgow City,256770,662870,ScotRail,178230
9529,MAY,Maybole,Scotland,South Ayrshire,229860,610030,ScotRail,104598
5149,MZH,Maze Hill,London,Greenwich (London),539175,177865,Southeastern,833642
6663,MHS,Meadowhall,Yorkshire And The Humber,Sheffield,439121,391345,Northern,2015172
7036,MEL,Meldreth,East,South Cambridgeshire,537730,245500,Govia Thameslink Railway,269934
3346,MKM,Melksham,South West,Wiltshire,390040,164540,Great Western Railway,74666
7221,MES,Melton,East,Suffolk Coastal,628710,250380,Greater Anglia,68340
1851,MMO,Melton Mowbray,East Midlands,Melton,475280,318740,East Midlands Trains,264716
3576,MEN,Menheniot,South West,Cornwall,228970,61260,Great Western Railway,5858
8574,MNN,Menston,Yorkshire And The Humber,Bradford,417480,444050,Northern,667266
2254,MEO,Meols,North West,Wirral,323350,389800,Merseyrail,384448
2357,MEC,Meols Cop,North West,Sefton,335592,417083,Northern,79346
5116,MEP,Meopham,South East,Gravesham,564100,167900,Southeastern,322562
9705,MEY,Merryton,Scotland,South Lanarkshire,275925,652365,ScotRail,123066
5475,MHM,Merstham,South East,Reigate and Banstead,529155,153291,Govia Thameslink Railway,638636
3855,MER,Merthyr Tydfil,Wales - Cymru,Merthyr Tudful - Merthyr Tydfil,305010,206000,Arriva Trains Wales,550216
3857,MEV,Merthyr Vale,Wales - Cymru,Merthyr Tudful - Merthyr Tydfil,307700,199500,Arriva Trains Wales,52070
6297,MGM,Metheringham,East Midlands,North Kesteven,507700,361400,East Midlands Trains,99704
7725,MCE,MetroCentre,North East,Gateshead,421510,562730,Northern,350376
6707,MEX,Mexborough,Yorkshire And The Humber,Doncaster,447300,399600,Northern,209928
5908,MIC,Micheldever,South East,Winchester,451772,142833,South West Trains,174068
8477,MIK,Micklefield,Yorkshire And The Humber,Leeds,444450,432712,Northern,171146
7929,MBR,Middlesbrough,North East,Middlesbrough,449564,520702,TransPennine Express,1356282
2971,MDL,Middlewood,North West,Stockport,394550,384790,Northern,24824
3159,MDG,Midgham,South East,West Berkshire,457305,166647,Great Western Railway,36410
5644,MLF,Milford (Surrey),South East,Waverley,495406,141335,South West Trains,290792
4095,MFH,Milford Haven,Wales - Cymru,Sir Benfro - Pembrokeshire,190026,206183,Arriva Trains Wales,64092
2750,MLH,Mill Hill (Lancashire),North West,Blackburn with Darwen,367000,426680,Northern,73470
1527,MIL,Mill Hill Broadway,London,Barnet (London),521320,191925,Govia Thameslink Railway,1883796
1537,MLB,Millbrook (Bedfordshire),East,Central Bedfordshire,500707,240510,London Midland Trains,13654
5909,MBK,Millbrook (Hampshire),South East,City of Southampton,439900,112600,South West Trains,40170
9658,MIN,Milliken Park,Scotland,Renfrewshire,241400,662000,ScotRail,241398
1997,MLM,Millom,North West,Copeland,317200,480200,Northern,194766
2920,MIH,Mills Hill,North West,Rochdale,388734,406089,Northern,330628
9985,MLN,Milngavie,Scotland,East Dunbartonshire,255535,674455,ScotRail,966286
1378,MKC,Milton Keynes Central,South East,Milton Keynes,484189,238029,London Midland Trains,6851324
4469,MFF,Minffordd,Wales - Cymru,Gwynedd - Gwynedd,259940,338560,Arriva Trains Wales,15518
5019,MSR,Minster,South East,Thanet,631192,164122,Southeastern,66796
8518,MIR,Mirfield,Yorkshire And The Humber,Kirklees,420410,419480,Northern,505986
6906,MIS,Mistley,East,Tendring,611884,231722,Greater Anglia,77606
5069,MTC,Mitcham Eastfields,London,Merton (London),528445,169250,Govia Thameslink Railway,1379508
5427,MIJ,Mitcham Junction,London,Merton (London),528270,167600,Govia Thameslink Railway,483212
2849,MOB,Mobberley,North West,Cheshire East,377875,381410,Northern,18702
9060,MON,Monifieth,Scotland,Angus,349700,732300,ScotRail,5830
3067,MRS,Monks Risborough,South East,Wycombe,480937,204765,Chiltern Railways,19952
3203,MTP,Montpelier,South West,City of Bristol,359205,174540,Great Western Railway,111540
9080,MTS,Montrose,Scotland,Angus,371200,758000,ScotRail,354190
2226,MRF,Moorfields,North West,Liverpool,334340,390650,Merseyrail,7173567
6005,MOG,Moorgate,London,City and County of the City of London,532693,181683,Govia Thameslink Railway,10833978
2799,MSD,Moorside,North West,Salford,376770,402235,Northern,47662
8539,MRP,Moorthorpe,Yorkshire And The Humber,Wakefield,446100,411160,Northern,259898
8833,MRR,Morar,Scotland,Highland,167800,793000,ScotRail,4576
5825,MRD,Morchard Road,South West,Mid Devon,275000,105100,Great Western Railway,13210
5291,MDS,Morden South,London,Merton (London),525360,167880,Govia Thameslink Railway,72260
2695,MCM,Morecambe,North West,Lancaster,343210,464170,Northern,237976
5957,MTN,Moreton (Dorset),South West,Purbeck,377960,89090,South West Trains,59542
2151,MRT,Moreton (Merseyside),North West,Wirral,326074,390621,Merseyrail,488434
4814,MIM,Moreton-In-Marsh,South West,Cotswold,420670,232690,Great Western Railway,260106
4470,MFA,Morfa Mawddach,Wales - Cymru,Gwynedd - Gwynedd,262800,314100,Arriva Trains Wales,10880
8504,MLY,Morley,Yorkshire And The Humber,Leeds,427070,428250,Northern,368926
7680,MPT,Morpeth,North East,Northumberland,420290,585385,Northern,382280
5501,MOR,Mortimer,South East,West Berkshire,467233,164110,Great Western Railway,193748
5600,MTL,Mortlake,London,Richmond upon Thames (London),520465,175770,South West Trains,1848094
2606,MSS,Moses Gate,North West,Bolton,373520,406670,Northern,21882
2675,MOS,Moss Side,North West,Fylde,337940,430260,Northern,2828
2903,MSL,Mossley (Greater Manchester),North West,Tameside,397360,402034,Northern,322114
2171,MSH,Mossley Hill,North West,Liverpool,339200,387300,Northern,276254
9632,MPK,Mosspark,Scotland,Glasgow City,253050,663340,ScotRail,186728
2973,MSO,Moston,North West,Manchester,388759,402986,Northern,68174
9691,MTH,Motherwell,Scotland,North Lanarkshire,275054,657175,ScotRail,1387356
5645,MOT,Motspur Park,London,Merton (London),522575,167710,South West Trains,1153108
5118,MTG,Mottingham,London,Greenwich (London),542580,173240,Southeastern,1315692
5944,DBG,Mottisfont & Dunbridge,South East,Test Valley,431855,126160,Great Western Railway,29778
2158,MLD,Mouldsworth,North West,Cheshire West and Chester,351220,370780,Northern,33746
5312,MCB,Moulsecoomb,South East,The City of Brighton and Hove,532530,106930,Govia Thameslink Railway,332108
9819,MFL,Mount Florida,Scotland,Glasgow City,258455,661570,ScotRail,1330908
3859,MTA,Mountain Ash,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",304940,198960,Arriva Trains Wales,93664
9779,MTV,Mt. Vernon,Scotland,Glasgow City,266485,662835,ScotRail,66828
8665,MOO,Muir Of Ord,Scotland,Highland,252742,850189,ScotRail,64480
9608,MUI,Muirend,Scotland,Glasgow City,257562,659695,ScotRail,390710
9304,MUB,Musselburgh,Scotland,East Lothian,333050,671690,ScotRail,463690
8526,MYT,Mytholmroyd,Yorkshire And The Humber,Calderdale,401323,425845,Northern,166006
8107,NFN,Nafferton,Yorkshire And The Humber,East Riding of Yorkshire,505860,458450,Northern,35242
3389,NLS,Nailsea & Backwell,South West,North Somerset,347900,169200,Great Western Railway,504048
8666,NRN,Nairn,Scotland,Highland,288160,856010,ScotRail,120504
1247,NAN,Nantwich,North West,Cheshire East,365320,351940,Arriva Trains Wales,216292
4098,NAR,Narberth,Wales - Cymru,Sir Benfro - Pembrokeshire,212050,214710,Arriva Trains Wales,19924
1881,NBR,Narborough,East Midlands,Blaby,454090,297350,East Midlands Trains,397674
