NLC,TLC,Station Name,Region,Local Authority,OS Grid Easting,OS Grid Northing,Station Facility Owner,1617_Entry_Exits
5758,TOP,Topsham,South West,Exeter,296646,88419,Great Western Railway,250282
3434,TQY,Torquay,South West,Torbay,290555,63505,Great Western Railway,505384
3432,TRR,Torre,South West,Torbay,290360,64850,Great Western Railway,295076
3558,TOT,Totnes,South West,South Hams,280170,60920,Great Western Railway,667730
6951,TOM,Tottenham Hale,London,Haringey (London),534500,189500,Greater Anglia,7939000
5921,TTN,Totton,South East,New Forest,436480,113285,South West Trains,293282
2283,TWN,Town Green,North West,West Lancashire,340160,405510,Merseyrail,384974
2969,TRA,Trafford Park,North West,Trafford,379470,395385,Northern,64712
3887,TRF,Trefforest,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",308300,188900,Arriva Trains Wales,809930
3886,TRE,Trefforest Estate,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",310670,186280,Arriva Trains Wales,92672
3888,TRH,Trehafod,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",304470,191050,Arriva Trains Wales,37312
3889,TRB,Treherbert,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",293860,198170,Arriva Trains Wales,508624
3891,TRY,Treorchy,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",295940,196490,Arriva Trains Wales,186526
7225,TRM,Trimley,East,Suffolk Coastal,628080,236100,Greater Anglia,32888
1393,TRI,Tring,East,Dacorum,495087,212241,London Midland Trains,860166
4276,TRD,Troed-Y-Rhiw,Wales - Cymru,Merthyr Tudful - Merthyr Tydfil,307050,202380,Arriva Trains Wales,38358
9562,TRN,Troon,Scotland,South Ayrshire,232560,630880,ScotRail,756400
3348,TRO,Trowbridge,South West,Wiltshire,385160,157880,Great Western Railway,983704
3540,TRU,Truro,South West,Cornwall,181667,44924,Great Western Railway,1202942
8837,TUL,Tulloch,Scotland,Highland,235510,780240,ScotRail,1616
5390,TUH,Tulse Hill,London,Lambeth (London),531800,172910,Govia Thameslink Railway,2178622
5230,TBW,Tunbridge Wells,South East,Tunbridge Wells,558428,139207,Southeastern,3820560
6952,TUR,Turkey Street,London,Enfield (London),535130,198900,London Overground,711572
1783,TUT,Tutbury & Hatton,East Midlands,South Derbyshire,421490,329675,East Midlands Trains,68942
9500,TWB,Tweedbank,Scotland,Scottish Borders,352246,634943,ScotRail,436232
5574,TWI,Twickenham,London,Richmond upon Thames (London),516115,173660,South West Trains,5924016
3155,TWY,Twyford,South East,Wokingham,479042,175787,Great Western Railway,1383438
2439,TYC,Ty Croes,Wales - Cymru,Sir Ynys Mon - Isle of Anglesey,234882,372360,Arriva Trains Wales,5426
3817,TGS,Ty Glas,Wales - Cymru,Caerdydd - Cardiff,317080,180970,Arriva Trains Wales,204158
4357,TYG,Tygwyn,Wales - Cymru,Gwynedd - Gwynedd,260260,334950,Arriva Trains Wales,1802
8728,TYL,Tyndrum Lower,Scotland,Stirling,232700,730100,ScotRail,5510
4518,TYS,Tyseley,West Midlands,Birmingham,411030,284030,London Midland Trains,219572
4433,TYW,Tywyn,Wales - Cymru,Gwynedd - Gwynedd,258260,300700,Arriva Trains Wales,104238
5334,UCK,Uckfield,South East,Wealden,547295,120905,Govia Thameslink Railway,441624
9776,UDD,Uddingston,Scotland,South Lanarkshire,269370,660890,ScotRail,876000
6211,ULC,Ulceby,Yorkshire And The Humber,North Lincolnshire,512490,414970,Northern,6598
8261,ULL,Ulleskelf,Yorkshire And The Humber,Selby,451803,439995,Northern,8376
2010,ULV,Ulverston,North West,South Lakeland,328460,477870,TransPennine Express,301818
5826,UMB,Umberleigh,South West,North Devon,260950,123800,Great Western Railway,37076
4504,UNI,University,West Midlands,Birmingham,404400,283700,London Midland Trains,3383086
9373,UHA,Uphall,Scotland,West Lothian,306220,670570,ScotRail,608576
2364,UPL,Upholland,North West,West Lancashire,350950,403780,Northern,30974
7464,UPM,Upminster,London,Havering (London),556130,186870,c2c,5984006
5613,UPH,Upper Halliford,South East,Spelthorne,509219,169395,South West Trains,124384
1524,UHL,Upper Holloway,London,Islington (London),529750,186630,London Overground,415180
8838,UTY,Upper Tyndrum,Scotland,Stirling,233390,730220,ScotRail,4512
5391,UWL,Upper Warlingham,South East,Tandridge,534068,158353,Govia Thameslink Railway,932070
2141,UPT,Upton,North West,Wirral,327990,388286,Arriva Trains Wales,32740
5967,UPW,Upwey,South West,Weymouth and Portland,367140,83280,South West Trains,49688
2938,URM,Urmston,North West,Trafford,376600,394670,Northern,380586
1342,UTT,Uttoxeter,West Midlands,East Staffordshire,409700,333270,East Midlands Trains,158410
2440,VAL,Valley,Wales - Cymru,Sir Ynys Mon - Isle of Anglesey,229200,379100,Arriva Trains Wales,15062
5597,VXH,Vauxhall,London,Lambeth (London),530430,178030,South West Trains,22482878
5426,VIC,Victoria,London,City of Westminster (London),528900,179000,Network Rail,75889396
5676,VIR,Virginia Water,South East,Runnymede,500115,167955,South West Trains,593092
5392,WDO,Waddon,London,Croydon (London),531155,164830,Govia Thameslink Railway,627060
5231,WAD,Wadhurst,South East,Wealden,562150,133004,Southeastern,419424
6268,WFL,Wainfleet,East Midlands,East Lindsey,549700,358770,East Midlands Trains,46326
8584,WKK,Wakefield Kirkgate,Yorkshire And The Humber,Wakefield,433880,420365,Northern,539478
8591,WKF,Wakefield Westgate,Yorkshire And The Humber,Wakefield,432718,420848,Virgin Trains East Coast,2540890
2612,WKD,Walkden,North West,Salford,373820,402640,Northern,300710
2154,WLG,Wallasey Grove Road,North West,Wirral,329020,392890,Merseyrail,488420
2265,WLV,Wallasey Village,North West,Wirral,329050,392320,Merseyrail,464142
5394,WLT,Wallington,London,Sutton (London),528843,163991,Govia Thameslink Railway,1866850
9365,WAF,Wallyford,Scotland,East Lothian,336700,672380,ScotRail,296996
5041,WAM,Walmer,South East,Dover,636410,150340,Southeastern,188402
1216,WSL,Walsall,West Midlands,Walsall,401130,298510,London Midland Trains,1467878
2665,WDN,Walsden,Yorkshire And The Humber,Calderdale,393200,422207,Northern,105960
6823,WLC,Waltham Cross,East,Broxbourne,536521,200321,Greater Anglia,1112596
6953,WHC,Walthamstow Central,London,Waltham Forest (London),537295,188975,London Overground,4020830
7407,WMW,Walthamstow Queens Road,London,Waltham Forest (London),537020,188810,London Overground,218732
2251,WAO,Walton (Merseyside),North West,Liverpool,335970,395930,Merseyrail,261742
6858,WON,Walton-On-Naze,East,Tendring,625170,221445,Greater Anglia,132296
5575,WAL,Walton-On-Thames,South East,Elmbridge,510447,164956,South West Trains,2916886
5639,WAN,Wanborough,South East,Guildford,493100,150326,South West Trains,106690
5395,WSW,Wandsworth Common,London,Wandsworth (London),527730,173510,Govia Thameslink Railway,1472394
5372,WWR,Wandsworth Road,London,Lambeth (London),529390,176226,London Overground,812972
5576,WNT,Wandsworth Town,London,Wandsworth (London),525970,175120,South West Trains,4087026
7408,WNP,Wanstead Park,London,Newham (London),540580,185590,London Overground,212572
1085,WPE,Wapping,London,Tower Hamlets (London),535025,180175,London Overground,2483812
5264,WBL,Warblington,South East,Havant,472800,106500,Govia Thameslink Railway,25932
6824,WAR,Ware,East,East Hertfordshire,535998,213984,Greater Anglia,1154290
5959,WRM,Wareham,South West,Purbeck,391956,88144,South West Trains,342386
3158,WGV,Wargrave,South East,Wokingham,478085,178289,Great Western Railway,96638
5505,WMN,Warminster,South West,Wiltshire,387750,145300,Great Western Railway,384846
5316,WNH,Warnham,South East,Horsham,517083,133948,Govia Thameslink Railway,11950
2384,WBQ,Warrington Bank Quay,North West,Warrington,360033,387854,Virgin Trains (West Coast),1363569
2390,WAC,Warrington Central,North West,Warrington,360650,388495,TransPennine Express,1729877
4600,WRW,Warwick,West Midlands,Warwick,428620,265460,Chiltern Railways,594932
8530,WRP,Warwick Parkway,West Midlands,Warwick,426560,265400,Chiltern Railways,659428
1121,WTO,Water Orton,West Midlands,North Warwickshire,417530,291220,London Midland Trains,51680
7079,WBC,Waterbeach,East,South Cambridgeshire,550020,264955,Govia Thameslink Railway,440142
5241,WTR,Wateringbury,South East,Tonbridge and Malling,569160,152850,Southeastern,48084
5598,WAT,Waterloo,London,Lambeth (London),531060,179950,Network Rail,99403096
5158,WAE,Waterloo (East),London,Lambeth (London),531350,180044,Southeastern,10324542
2133,WLO,Waterloo (Merseyside),North West,Sefton,332030,398070,Merseyrail,1578018
1455,WFH,Watford High Street,East,Watford,511359,196098,London Overground,1443616
1402,WFJ,Watford Junction,East,Watford,511000,197300,London Midland Trains,8269954
1403,WFN,Watford North,East,Watford,511426,198664,London Midland Trains,109818
7057,WTG,Watlington,East,King's Lynn and West Norfolk,561240,311050,Govia Thameslink Railway,144114
6095,WAS,Watton-At-Stone,East,East Hertfordshire,529610,219210,Govia Thameslink Railway,167752
3796,WNG,Waun-gron Park,Wales - Cymru,Caerdydd - Cardiff,314720,177300,Arriva Trains Wales,88652
8589,WAV,Wavertree Technology Park,North West,Liverpool,338741,390216,Northern,533490
6859,WEE,Weeley,East,Tendring,614657,221756,Greater Anglia,31820
8509,WET,Weeton,Yorkshire And The Humber,Harrogate,427600,447530,Northern,82462
6073,WMG,Welham Green,East,Welwyn Hatfield,523653,205697,Govia Thameslink Railway,213534
5128,WLI,Welling,London,Bexley (London),546090,176075,Southeastern,2667122
1940,WEL,Wellingborough,East Midlands,Wellingborough,490330,268120,East Midlands Trains,989728
4690,WLN,Wellington,West Midlands,Telford and Wrekin,365150,311640,London Midland Trains,665778
4434,WLP,Welshpool,Wales - Cymru,Powys - Powys,322995,307251,Arriva Trains Wales,170648
6183,WGC,Welwyn Garden City,East,Welwyn Hatfield,523933,212903,Govia Thameslink Railway,2950948
6096,WLW,Welwyn North,East,Welwyn Hatfield,524697,215420,Govia Thameslink Railway,598964
1347,WEM,Wem,West Midlands,Shropshire,351750,329010,Arriva Trains Wales,105044
1423,WMB,Wembley Central,London,Brent (London),518210,185090,London Underground,3342236
1509,WCX,Wembley Stadium,London,Brent (London),518955,185340,Chiltern Railways,804824
9673,WMS,Wemyss Bay,Scotland,Inverclyde,219360,668550,ScotRail,201228
1466,WND,Wendover,South East,Aylesbury Vale,486547,207750,Chiltern Railways,502368
2681,WNN,Wennington,North West,Lancaster,361700,469920,Northern,4394
2266,WSA,West Allerton,North West,Liverpool,339750,386190,Northern,97626
8875,WBP,West Brompton,London,Hammersmith and Fulham (London),525380,178000,London Underground,5226416
5684,WBY,West Byfleet,South East,Woking,504200,161075,South West Trains,1420064
9250,WCL,West Calder,Scotland,West Lothian,302000,663400,ScotRail,132234
5411,WCY,West Croydon,London,Croydon (London),532150,166083,London Overground,5532442
3174,WDT,West Drayton,London,Hillingdon (London),506120,180120,Great Western Railway,2066386
5086,WDU,West Dulwich,London,Southwark (London),532750,173030,Southeastern,1121820
3188,WEA,West Ealing,London,Ealing (London),516666,180735,Great Western Railway,923710
7474,WEH,West Ham,London,Newham (London),539210,182970,London Underground,10629626
1421,WHD,West Hampstead,London,Camden (London),525520,184725,London Overground,4722132
1525,WHP,West Hampstead Thameslink,London,Camden (London),525472,184836,Govia Thameslink Railway,3690190
7466,WHR,West Horndon,East,Brentwood,562320,188048,c2c,402954
9564,WKB,West Kilbride,Scotland,North Ayrshire,220870,648430,ScotRail,164752
2201,WKI,West Kirby,North West,Wirral,321340,386910,Merseyrail,1095250
5129,WMA,West Malling,South East,Tonbridge and Malling,568739,157543,Southeastern,852766
5438,WNW,West Norwood,London,Lambeth (London),531910,172010,Govia Thameslink Railway,1937082
3059,WRU,West Ruislip,London,Hillingdon (London),508370,186810,London Underground,189334
7329,WRN,West Runton,East,North Norfolk,618200,342500,Greater Anglia,26186
5242,WLD,West St Leonards,South East,Hastings,578878,109033,Southeastern,107732
5293,WSU,West Sutton,London,Sutton (London),525045,164505,Govia Thameslink Railway,348014
5054,WWI,West Wickham,London,Bromley (London),538276,166565,Southeastern,939788
5278,WWO,West Worthing,South East,Worthing,513300,103320,Govia Thameslink Railway,620736
5712,WSB,Westbury,South West,Wiltshire,386200,152000,Great Western Railway,578256
7476,WCF,Westcliff,East,Southend-on-Sea,586756,185481,c2c,1259800
5151,WCB,Westcombe Park,London,Greenwich (London),540245,178070,Southeastern,786008
5030,WHA,Westenhanger,South East,Shepway,612825,137240,Southeastern,64032
9231,WTA,Wester Hailes,Scotland,City of Edinburgh,319820,669770,ScotRail,36080
7226,WFI,Westerfield,East,Suffolk Coastal,617025,247243,Greater Anglia,9580
9998,WES,Westerton,Scotland,East Dunbartonshire,254130,670430,ScotRail,794094
5195,WGA,Westgate-On-Sea,South East,Thanet,632400,170000,Southeastern,150050
2619,WHG,Westhoughton,North West,Bolton,365402,406688,Northern,194752
3388,WNM,Weston Milton,South West,North Somerset,334465,161465,Great Western Railway,68594
3391,WSM,Weston-Super-Mare,South West,North Somerset,332420,161030,Great Western Railway,1147588
7572,WRL,Wetheral,North West,Carlisle,346740,554660,Northern,22872
5577,WYB,Weybridge,South East,Elmbridge,507473,163651,South West Trains,2472754
5965,WEY,Weymouth,South West,Weymouth and Portland,367960,79610,South West Trains,779982
2772,WBR,Whaley Bridge,East Midlands,High Peak,401120,381480,Northern,131340
2736,WHE,Whalley,North West,Ribble Valley,372960,436495,Northern,83182
1585,WTS,Whatstandwell,East Midlands,Amber Valley,433315,354125,East Midlands Trains,27844
9753,WFF,Whifflet,Scotland,North Lanarkshire,273730,664120,ScotRail,329588
5759,WHM,Whimple,South West,East Devon,304590,97368,South West Trains,61854
9665,WNL,Whinhill,Scotland,Inverclyde,228540,675110,ScotRail,43696
2161,WHN,Whiston,North West,Knowsley,347160,391080,Northern,367130
8184,WTB,Whitby,Yorkshire And The Humber,Scarborough,489800,510800,Northern,131810
5527,WCH,Whitchurch (Hampshire),South East,Basingstoke and Deane,446330,148915,South West Trains,285146
1348,WTC,Whitchurch (Salop),West Midlands,Shropshire,354985,341400,Arriva Trains Wales,138246
3896,WHT,Whitchurch (South Glamorgan),Wales - Cymru,Caerdydd - Cardiff,315225,180913,Arriva Trains Wales,23102
6956,WHL,White Hart Lane,London,Haringey (London),533690,191340,London Overground,1645056
6846,WNY,White Notley,East,Braintree,578934,218775,Greater Anglia,10552
4935,ZLW,Whitechapel,London,Tower Hamlets (London),534715,181845,London Underground,14127954
9777,WCR,Whitecraigs,Scotland,East Renfrewshire,255250,657640,ScotRail,318358
2048,WTH,Whitehaven,North West,Copeland,297460,518690,Northern,250792
4111,WTL,Whitland,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,219900,216500,Arriva Trains Wales,50932
8130,WBD,Whitley Bridge,Yorkshire And The Humber,Selby,455670,422850,Northern,782
4539,WTE,Whitlock's End,West Midlands,Solihull,410200,277100,London Midland Trains,147814
5196,WHI,Whitstable,South East,Canterbury,611286,166424,Southeastern,844786
7187,WLE,Whittlesea,East,Fenland,527640,296293,Greater Anglia,30474
7047,WLF,Whittlesford,East,South Cambridgeshire,548420,247240,Greater Anglia,509744
5611,WTN,Whitton,London,Richmond upon Thames (London),514220,173570,South West Trains,1393578
6551,WWL,Whitwell (Derbys),East Midlands,Bolsover,453425,376185,East Midlands Trains,20376
5396,WHY,Whyteleafe,South East,Tandridge,533841,158508,Govia Thameslink Railway,286142
5439,WHS,Whyteleafe South,South East,Tandridge,534155,157785,Govia Thameslink Railway,144464
8680,WCK,Wick,Scotland,Highland,336065,950885,ScotRail,18438
6891,WIC,Wickford,East,Basildon,574512,193694,Greater Anglia,2344498
7227,WCM,Wickham Market,East,Suffolk Coastal,632605,255760,Greater Anglia,46392
7695,WDD,Widdrington,North East,Northumberland,424485,594190,Northern,3346
2391,WID,Widnes,North West,Halton,351300,387100,Northern,514888
4528,WMR,Widney Manor,West Midlands,Solihull,415450,277570,London Midland Trains,382238
2363,WGN,Wigan North Western,North West,Wigan,358133,405411,Virgin Trains (West Coast),1620278
2406,WGW,Wigan Wallgate,North West,Wigan,358140,405540,Northern,1493308
2098,WGT,Wigton,North West,Allerdale,325300,548875,Northern,49124
3965,WMI,Wildmill,Wales - Cymru,Pen-y-bont ar Ogwr - Bridgend,290500,181400,Arriva Trains Wales,25414
1457,WIJ,Willesden Junction,London,Brent (London),521860,182970,London Overground,6196804
9781,WLM,Williamwood,Scotland,East Renfrewshire,256505,657973,ScotRail,257886
1905,WIL,Willington,East Midlands,South Derbyshire,429500,328550,East Midlands Trains,31522
4568,WMC,Wilmcote,West Midlands,Stratford-on-Avon,416764,258338,London Midland Trains,23366
2774,WML,Wilmslow,North West,Cheshire East,385023,381127,Northern,1530954
1056,WNE,Wilnecote,West Midlands,Tamworth,421785,301485,London Midland Trains,111610
5578,WIM,Wimbledon,London,Merton (London),524810,170666,South West Trains,20149550
5612,WBO,Wimbledon Chase,London,Merton (London),524310,169350,Govia Thameslink Railway,290278
5042,WSE,Winchelsea,South East,Rother,589974,118401,Govia Thameslink Railway,7578
5924,WIN,Winchester,South East,Winchester,447765,129984,South West Trains,5083264
5528,WNF,Winchfield,South East,Hart,476324,154546,South West Trains,370658
